loss:0.007478983821019938, accuracy:0.9972057342529297, recall:0.9870195388793945, precision:0.9871930480003357
loss:0.0056432138040418064, accuracy:0.9979090690612793, recall:0.9908470511436462, precision:0.9911066293716431
loss:0.00499069167268317, accuracy:0.9977577924728394, recall:0.9899557828903198, precision:0.9914289712905884
loss:0.0038812133359988365, accuracy:0.9984692335128784, recall:0.9931265115737915, precision:0.9934142231941223
loss:0.007040940334372863, accuracy:0.9977254867553711, recall:0.9900352358818054, precision:0.9898571372032166
loss:0.004879769874833073, accuracy:0.9984959959983826, recall:0.9931774139404297, precision:0.9937627911567688
loss:0.003955938144913489, accuracy:0.9984970092773438, recall:0.99254310131073, precision:0.9935924410820007
loss:0.00541035564617232, accuracy:0.9983538389205933, recall:0.9928705096244812, precision:0.9921362996101379
loss:0.004256401881102647, accuracy:0.9982826113700867, recall:0.9915478825569153, precision:0.9926663041114807
loss:0.007905036717475014, accuracy:0.9973816275596619, recall:0.9873502254486084, precision:0.988939642906189
loss:0.00495022142423295, accuracy:0.9984284043312073, recall:0.9930943846702576, precision:0.9928834438323975
loss:0.005045846431539758, accuracy:0.998073399066925, recall:0.9912034869194031, precision:0.9910894632339478
loss:0.005088751056700857, accuracy:0.9984375834465027, recall:0.9936617612838745, precision:0.992583155632019
loss:0.007219912286618637, accuracy:0.997877836227417, recall:0.9915705919265747, precision:0.9895361065864563
loss:0.004937627192666696, accuracy:0.998065710067749, recall:0.9916886687278748, precision:0.9912518262863159
loss:0.0038756439437838707, accuracy:0.998519778251648, recall:0.9933469295501709, precision:0.9931129217147827
loss:0.005056461132844561, accuracy:0.9983075261116028, recall:0.9922985434532166, precision:0.9926753640174866
loss:0.004042647342512282, accuracy:0.9985422492027283, recall:0.9930741190910339, precision:0.9930550456047058
loss:0.005011973324308201, accuracy:0.9982324242591858, recall:0.9922106862068176, precision:0.992256760597229
loss:0.005990570570593263, accuracy:0.9984148740768433, recall:0.9939246773719788, precision:0.9923478960990906
loss:0.005161056073739019, accuracy:0.9982136487960815, recall:0.9925875067710876, precision:0.9912036061286926
loss:0.005811608199733201, accuracy:0.998077929019928, recall:0.992003858089447, precision:0.9910672307014465
loss:0.005188703719677505, accuracy:0.9981330037117004, recall:0.992988109588623, precision:0.9908751249313354
loss:0.005056957330962178, accuracy:0.9980493783950806, recall:0.992522656917572, precision:0.9910205602645874
loss:0.008041573063401301, accuracy:0.997132420539856, recall:0.9864281415939331, precision:0.9875339865684509
loss:0.0061352227198040055, accuracy:0.997542142868042, recall:0.9896634221076965, precision:0.9899051189422607
loss:0.00706583498405962, accuracy:0.9977282285690308, recall:0.9910727739334106, precision:0.98969566822052
loss:0.007794885825205711, accuracy:0.9974904656410217, recall:0.9874367117881775, precision:0.98855060338974
loss:0.0054906872445485535, accuracy:0.9981244206428528, recall:0.9921438097953796, precision:0.9919754862785339
loss:0.004396176193331484, accuracy:0.998471200466156, recall:0.9931899309158325, precision:0.9935442805290222
loss:0.00422185257338242, accuracy:0.998491108417511, recall:0.9944848418235779, precision:0.9922135472297668
loss:0.008210824167445025, accuracy:0.9972802400588989, recall:0.9893209338188171, precision:0.9876317977905273
loss:0.004573211659890148, accuracy:0.9984937906265259, recall:0.9940750598907471, precision:0.9931573271751404
loss:0.005241186566154283, accuracy:0.9981722831726074, recall:0.9926180243492126, precision:0.9916384816169739
loss:0.0044688751242756555, accuracy:0.9984698295593262, recall:0.9941802024841309, precision:0.9930798411369324
loss:0.0043356425025285715, accuracy:0.998493492603302, recall:0.9927243590354919, precision:0.9937365651130676
loss:0.004486168042212739, accuracy:0.9985579252243042, recall:0.9928075671195984, precision:0.9936994910240173
loss:0.006117726594702617, accuracy:0.9978334307670593, recall:0.9909485578536987, precision:0.9900993704795837
loss:0.004523559108838527, accuracy:0.9982925057411194, recall:0.9921080470085144, precision:0.9929072260856628
loss:0.006605619637311975, accuracy:0.9980101585388184, recall:0.9912848472595215, precision:0.9910702109336853
loss:0.005824808266161199, accuracy:0.9980321526527405, recall:0.9911896586418152, precision:0.9915301203727722
loss:0.004586653330097761, accuracy:0.9982790350914001, recall:0.9920448064804077, precision:0.9911015629768372
loss:0.006906309665819208, accuracy:0.9974488019943237, recall:0.9894043803215027, precision:0.9883352518081665
loss:0.005494379370511524, accuracy:0.9980306029319763, recall:0.9909455180168152, precision:0.9918237328529358
loss:0.0052458285588681975, accuracy:0.9982231855392456, recall:0.9925138354301453, precision:0.9914578199386597
loss:0.006537489409270165, accuracy:0.9975301027297974, recall:0.9902622103691101, precision:0.9887712597846985
loss:0.004443954067619415, accuracy:0.9983552098274231, recall:0.9936057925224304, precision:0.9925549030303955
loss:0.0034441687093885774, accuracy:0.9987003803253174, recall:0.9937307238578796, precision:0.994950532913208
loss:0.0051051453925811075, accuracy:0.9979733824729919, recall:0.9919437766075134, precision:0.991504430770874
loss:0.00522892922961546, accuracy:0.9980510473251343, recall:0.9917933940887451, precision:0.9912693500518799
loss:0.0051331184663922615, accuracy:0.9982161521911621, recall:0.9927880764007568, precision:0.9918371438980103
loss:0.005772666988441415, accuracy:0.9980543851852417, recall:0.9923152923583984, precision:0.9909613728523254
loss:0.00628319472948533, accuracy:0.9979515671730042, recall:0.9915293455123901, precision:0.9901821613311768
loss:0.005266405371276051, accuracy:0.9979378581047058, recall:0.9919019341468811, precision:0.9908319711685181
loss:0.0056530444216605245, accuracy:0.9979553818702698, recall:0.9900489449501038, precision:0.9919693470001221
loss:0.005508087980088021, accuracy:0.9980533123016357, recall:0.9914315342903137, precision:0.9917018413543701
loss:0.0057035911723505705, accuracy:0.9981197118759155, recall:0.9913856983184814, precision:0.9920023679733276
loss:0.005482107362795432, accuracy:0.9980321526527405, recall:0.9924929738044739, precision:0.9906427264213562
loss:0.0042864053063067335, accuracy:0.9987518787384033, recall:0.9951909184455872, precision:0.993610680103302
loss:0.004903451589698306, accuracy:0.9982429146766663, recall:0.9924840331077576, precision:0.9918306469917297
loss:0.005507896781855379, accuracy:0.9980701804161072, recall:0.9925348162651062, precision:0.9920137524604797
loss:0.005231532983407306, accuracy:0.9982487559318542, recall:0.9933023452758789, precision:0.9909971356391907
loss:0.005183238354375135, accuracy:0.998218834400177, recall:0.992623507976532, precision:0.9917007088661194
loss:0.005419457735251853, accuracy:0.9978781938552856, recall:0.990158200263977, precision:0.9907060265541077
loss:0.006363357249019827, accuracy:0.9975589513778687, recall:0.989386260509491, precision:0.9902012348175049
